Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
2639,Thailand,H013801,1985-11-14,1985,11,14,27.0,8.1,88.0,18.9,1.28,0.41,0.33,0.05,1.36,0.22,0.3,0.304,0.001,0.033,7.58,0.8
2655,Thailand,H013801,1986-01-15,1986,1,15,20.4,8.08,45.5,20.9,1.39,0.31,0.38,0.03,1.45,0.22,0.26,0.213,0.017,0.028,8.58,0.5
2656,Thailand,H013801,1986-02-13,1986,2,13,23.4,8.4,19.0,19.9,1.37,0.52,0.4,0.03,1.71,0.26,0.36,0.28,0.014,0.027,8.0,0.9
2657,Thailand,H013801,1986-03-13,1986,3,13,23.0,8.33,9.5,23.6,1.46,0.46,0.46,0.03,1.82,0.28,0.31,0.148,0.033,0.019,8.63,0.8
2658,Thailand,H013801,1986-04-15,1986,4,15,29.4,8.15,3.0,24.8,1.42,0.5,0.5,0.04,1.81,0.33,0.37,0.064,0.013,0.021,6.84,0.7
2659,Thailand,H013801,1986-05-15,1986,5,15,29.8,8.03,72.5,25.3,1.43,0.51,0.49,0.05,1.74,0.33,0.43,0.475,0.009,0.052,6.72,1.0
2660,Thailand,H013801,1986-12-17,1986,12,17,23.8,8.09,64.0,19.1,1.3,0.35,0.33,0.03,1.64,0.23,0.25,0.23,0.005,0.027,8.16,0.4
2678,Thailand,H013801,1987-01-15,1987,1,15,23.8,8.24,41.0,22.4,1.4,0.44,0.4,0.03,1.77,0.26,0.27,0.164,0.007,0.037,8.19,0.7
2679,Thailand,H013801,1987-02-16,1987,2,16,25.4,8.17,8.0,21.3,1.35,0.46,0.37,0.03,1.81,0.2,0.26,0.146,0.026,0.027,7.71,1.0
2680,Thailand,H013801,1987-03-16,1987,3,16,29.0,8.17,6.0,21.9,1.36,0.39,0.43,0.04,1.73,0.28,0.25,0.234,0.024,0.024,7.67,0.4
2681,Thailand,H013801,1987-04-15,1987,4,15,29.6,8.14,4.0,23.0,1.38,0.45,0.47,0.04,1.78,0.32,0.32,0.039,0.056,0.025,7.17,0.2
2682,Thailand,H013801,1987-05-14,1987,5,14,30.8,8.32,5.0,23.7,1.33,0.5,0.56,0.04,1.59,0.39,0.62,0.105,0.028,0.006,7.13,6.4
2683,Thailand,H013801,1987-06-15,1987,6,15,30.2,7.9,115.0,20.2,1.18,0.42,0.45,0.04,1.37,0.36,0.44,0.407,0.02,0.032,6.52,0.9
2684,Thailand,H013801,1987-12-15,1987,12,15,21.8,7.93,83.0,19.8,1.32,0.36,0.3,0.03,1.59,0.14,0.27,0.226,0.02,0.051,8.31,0.5
2700,Thailand,H013801,1988-01-18,1988,1,18,23.6,8.17,10.0,22.6,1.32,0.55,0.37,0.03,1.75,0.21,0.34,0.191,0.031,0.035,7.92,0.5
2701,Thailand,H013801,1988-02-15,1988,2,15,26.4,8.26,6.0,23.3,1.43,0.44,0.4,0.03,1.73,0.15,0.37,0.135,0.006,0.05,7.74,0.6
2702,Thailand,H013801,1988-03-15,1988,3,15,25.2,8.02,6.0,24.7,1.45,0.48,0.43,0.03,1.72,0.21,0.37,0.101,0.036,0.03,8.04,0.8
2703,Thailand,H013801,1988-04-14,1988,4,14,26.0,7.95,7.0,25.0,1.45,0.54,0.46,0.04,1.67,0.2,0.55,0.041,0.036,0.031,7.26,0.1
2704,Thailand,H013801,1988-05-16,1988,5,16,29.4,8.04,92.0,23.3,1.363,0.412,0.476,0.04,1.61,0.287,0.445,0.386,0.018,0.084,6.55,1.0
2705,Thailand,H013801,1988-12-15,1988,12,15,22.0,7.86,63.0,20.9,1.214,0.442,0.381,0.035,1.624,0.192,0.283,0.218,0.0,0.055,7.62,1.0
2723,Thailand,H013801,1989-01-16,1989,1,16,25.6,8.63,13.0,23.4,1.306,0.493,0.43,0.032,1.773,0.192,0.333,0.154,0.003,0.028,7.52,0.4
2724,Thailand,H013801,1989-02-15,1989,2,15,22.8,8.72,6.0,24.6,1.31,0.52,0.463,0.035,1.806,0.26,0.368,0.074,0.0,0.04,8.33,0.6
2725,Thailand,H013801,1989-03-15,1989,3,15,23.8,9.04,5.0,25.5,1.357,0.534,0.505,0.037,1.859,0.316,0.297,0.166,0.0,0.036,9.52,0.6
2726,Thailand,H013801,1989-04-17,1989,4,17,28.0,8.74,8.0,24.5,1.415,0.522,0.53,0.039,1.812,0.317,0.198,0.05,0.028,0.076,7.01,1.0
2727,Thailand,H013801,1989-05-15,1989,5,15,30.8,8.58,13.0,24.4,1.316,0.541,0.544,0.045,1.646,0.339,0.33,0.134,0.0,0.056,6.84,1.2
2728,Thailand,H013801,1989-12-14,1989,12,14,23.4,7.86,116.0,22.1,1.176,0.512,0.48,0.034,1.758,0.202,0.212,0.278,0.001,0.06,8.38,1.0
