Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
4988,Lao PDR, H011200 ,2020-09-25,2020,9,25,23.8,7.78,12.75,19.7,1.3298403193612771,0.4905349794238683,0.1817391304347826,0.0381074168797953,1.755817764667322,0.0411847672778561,0.0891317926296065,0.12,0.06,0.02,7.56,0.4
4945,Lao PDR, H011200 ,2019-08-16,2019,8,16,26.0,6.87,133.33,33.6,1.87,0.7901234567901234,0.45,0.053,2.1992789249426417,0.5246826516220028,0.3143868415573599,0.22,0.04,0.04,6.32,2.64
4852,Lao PDR, H011200 ,2017-06-13,2017,6,13,26.9,7.1,68.75,25.2,1.87614770459082,0.6197530864197531,0.23,0.041025641025641,1.69934447722058,0.3010159651669085,0.520445554861545,0.69,0.03,0.04,6.9,2.14
4851,Lao PDR, H011200 ,2017-04-16,2017,4,16,27.1,7.78,95.0,24.5,1.42774451097804,0.5786008230452675,0.42,0.0487179487179487,1.671583087512291,0.3057827926657263,0.6287736831147199,0.43,0.03,0.03,7.32,2.4
4944,Lao PDR, H011200 ,2019-07-18,2019,7,18,26.7,6.5,91.17,29.9,1.703,0.7588477366255144,0.25223,0.0562,2.1004588659455914,0.3215796897038082,0.3123048094940662,0.12,0.03,0.02,6.56,2.19
4989,Lao PDR, H011200 ,2020-10-20,2020,10,20,25.8,7.5,37.83,21.2,1.2310379241516969,0.6,0.2691304347826087,0.0383631713554987,1.38774172402491,0.1932299012693935,0.4603372891942536,0.0262,0.059,0.115,7.32,1.35
4903,Lao PDR, H011200 ,2018-07-17,2018,7,17,26.1,5.44,205.5,26.0,1.54,0.618518518518518,0.3391304347826087,0.0717948717948717,2.3519627411842983,0.0211565585331452,0.1349364980220695,0.14,0.031,0.01,6.41,1.94
4853,Lao PDR, H011200 ,2017-07-17,2017,7,17,27.5,7.08,161.5,19.3,1.37934131736527,0.4502057613168724,0.05,0.0562659846547314,1.4913143231727302,0.0561354019746121,0.2685821361648969,0.53,0.01,0.08,6.07,3.12
