MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Cambodia,H033403,2004-10-16,2004,10,16,30.6,6.89,106.0,8.6,0.6009,0.215,0.154,0.022,0.792,0.061,0.065,0.004,0.01,0.0629,5.119,6.8541
Cambodia,H033403,2004-11-29,2004,11,29,29.0,6.86,8.0,7.6,0.5228,0.1194,0.1413,0.034,0.632,0.0896,0.0931999999999999,0.063,0.0431,0.0494,6.706,3.216
Cambodia,H033403,2004-12-22,2004,12,22,27.7,7.0,13.0,8.2,0.4185,0.2123,0.1325,0.035,0.624,0.093,0.0599,0.0734,0.0456,0.0322,2.572,3.778
Cambodia,H033403,2005-03-28,2005,3,28,30.0,7.93,30.0,9.9,0.3928,0.3438,0.146,0.0525,0.66,0.131,0.129,0.0566,0.0697,0.0429,6.08,8.204
Cambodia,H033403,2005-05-20,2005,5,20,31.0,7.67,15.0,11.6,0.3223,0.1724,0.58,0.058,0.533,0.325,0.248,0.035,0.0685,0.0291,5.48,8.2611
Cambodia,H033403,2005-06-17,2005,6,17,31.2,7.42,2.0,16.7,0.6909,0.4326,0.501,0.0311,0.954,0.322,0.227,0.04,0.1029,0.0185,7.917,4.008
Cambodia,H033403,2005-07-16,2005,7,16,28.5,6.85,140.0,9.9,0.7697,0.0239,0.1814,0.0289,0.716,0.093,0.243,0.437,0.0254,0.031,6.182,0.328
Cambodia,H033403,2005-08-18,2005,8,18,28.5,7.2,156.0,8.4,0.473,0.075,0.2433,0.0288,0.576,0.04,0.205,0.226,0.002,0.0655,6.596,2.376
Cambodia,H033403,2005-09-27,2005,9,27,28.0,6.87,81.0,10.22,0.7741,0.07,0.1757,0.03,0.773,0.064,0.186,0.233,0.0044,0.038,7.552,3.02
Cambodia,H033403,2005-10-20,2005,10,20,30.0,6.87,114.0,9.58,0.691,0.125,0.159,0.0297,0.7308,0.063,0.127,0.029,0.1109,0.0368,6.882,1.686
Cambodia,H033403,2005-11-26,2005,11,26,28.1,6.77,39.0,10.55,0.464,0.284,0.2524,0.046,0.8605,0.027,0.148,0.022,0.071,0.0422,6.646,0.836
Cambodia,H033403,2005-12-26,2005,12,26,27.5,6.54,45.0,9.9,0.375,0.127,0.444,0.0509,0.7164,0.083,0.126,0.081,0.0793,0.0223,7.219,1.838
Cambodia,H033403,2006-01-24,2006,1,24,29.6,7.35,19.0,8.68,0.408,0.169,0.293,0.0485,0.642,0.096,0.126,0.096,0.031,0.0912,6.606,1.284
Cambodia,H033403,2006-05-22,2006,5,22,31.0,6.85,28.0,12.37,0.5074,0.387,0.2665,0.039,0.7986,0.302,0.0895,0.0911,0.0104,0.0237,8.194,0.117
Cambodia,H033403,2006-07-19,2006,7,19,30.3,6.9,139.0,8.62,0.52,0.16,0.2321,0.0338,0.638,0.127,0.1094,0.2649,0.0183,0.2529,8.578,1.9171
Cambodia,H033403,2006-08-19,2006,8,19,28.3,7.0,155.0,8.42,0.46,0.16,0.1732,0.0337,0.6971,0.061,0.092,0.2068,0.1835,0.2286,7.3392,3.2358
Cambodia,H033403,2006-09-19,2006,9,19,30.0,6.93,78.0,9.36,0.591,0.167,0.1909,0.0369,0.7914,0.069,0.106,0.1356,0.008,0.1347,7.5517,3.0
Cambodia,H033403,2006-10-20,2006,10,20,29.8,6.84,67.0,8.53,0.49,0.09,0.2415,0.0366,0.6543,0.035,0.168,0.1449,0.1128,0.1264,7.9058,1.56
Cambodia,H033403,2006-11-23,2006,11,23,30.6,6.8,33.0,7.96,0.38,0.24,0.1923,0.0352,0.681,0.081,0.119,0.0347,0.007432432,0.093208,7.5,3.388235294
Cambodia,H033403,2006-12-22,2006,12,22,27.0,6.6,20.0,10.92,0.51,0.216,0.2503,0.04315,0.865,0.217,0.007,0.0367,0.0388276,0.059279,7.0578,6.9162
Cambodia,H033403,2007-01-23,2007,1,23,30.7,6.49,7.000042000000062,9.03,0.429,0.2229999999999999,0.2212,0.0483,0.7339191564147629,0.1080234833659491,0.1335765166340509,0.071745,0.058109,0.0478884,6.68982,7.466823529411767
Cambodia,H033403,2007-02-24,2007,2,24,30.9,6.87,13.000077999999958,9.64,0.4259999999999999,0.2560000000000001,0.2999,0.05025,0.7554030874785593,0.1351968054763263,0.0604031945236736,0.0079081,0.027538,0.0567262,7.6412,8.888532110091747
Cambodia,H033403,2007-03-23,2007,3,23,30.5,6.91,25.000150000000023,9.79,0.41,0.2280000000000001,0.3178,0.0358,0.7542253521126762,0.1992660550458715,0.0703339449541285,0.0964732,0.0524016,0.058723,7.292404543176882,6.505543237250556
Cambodia,H033403,2007-06-27,2007,6,27,31.5,7.37,49.00029400000002,13.25,0.6863049095607233,0.318346253229974,0.2488,0.04955,0.8766942148760333,0.2343576453165495,0.2498028,0.0504378,0.0421202,0.1341568,6.198,1.5520716685330354
Cambodia,H033403,2007-07-23,2007,7,23,31.4,7.06,69.33374933333329,10.7,0.6162270450751252,0.1991318864774625,0.2271,0.0502,0.8297640653357532,0.1147058823529411,0.1741369,0.207192,0.0492167,0.1114002,6.709,2.3102678571428577
Cambodia,H033403,2007-08-23,2007,8,23,29.0,7.01,29.000174,10.29,0.5375520399666945,0.2338051623646961,0.2096,0.0553,0.7671794871794871,0.1574279379157427,0.1233055999999999,0.2690422,0.0493154,0.2785330000000001,6.13,0.9256567915036348
Cambodia,H033403,2007-09-21,2007,9,21,26.5,6.88,199.00119400000003,11.19,0.6488664987405541,0.2639798488664986,0.1886,0.03125,0.8079601990049752,0.0802225412778176,0.1687904197337734,0.2487784,0.0718736,0.2358885,6.907151604448448,0.9526462395543168
Cambodia,H033403,2007-10-20,2007,10,20,28.9,7.43,59.00035400000002,10.57,0.6030150753768845,0.2130653266331658,0.1818,0.03125,0.7901477832512317,0.0850515463917526,0.1883043,0.1161204,0.0457100999999999,0.120908,6.141295683434895,0.258420762009939
Cambodia,H033403,2007-11-20,2007,11,20,27.4,7.11,104.00062400000006,8.22,0.4023708721422523,0.1747671464860288,0.2049,0.0352,0.5918367346938777,0.0659517426273458,0.1382763,0.249608,0.0765055999999999,0.0874358,7.10558800168314,2.1444743935309982
